Year,Month,Discharge,Date
2023,1,1.1968946424237423,2023-01-01
2023,2,0.7879236447007234,2023-02-01
2023,3,0.9832923950672016,2023-03-01
2023,4,0.5649280612120319,2023-04-01
2023,5,0.8329110638839313,2023-05-01
2023,6,3.370299558021153,2023-06-01
2023,7,7.89750701484372,2023-07-01
2023,8,6.28987745350445,2023-08-01
2023,9,4.402007713038109,2023-09-01
2023,10,7.176255753730581,2023-10-01
2023,11,2.243733208015271,2023-11-01
2023,12,1.5578009117279774,2023-12-01
2024,1,1.042627388121823,2024-01-01
2024,2,0.7017502913585234,2024-02-01
2024,3,0.7041433114465645,2024-03-01
2024,4,0.4889653874543442,2024-04-01
2024,5,1.0972824272247632,2024-05-01
2024,6,3.3368704703079977,2024-06-01
2024,7,9.27346447142252,2024-07-01
2024,8,5.746136310381651,2024-08-01
2024,9,4.662567053113029,2024-09-01
2024,10,3.3881777193002085,2024-10-01
2024,11,1.5498072082087164,2024-11-01
2024,12,1.7691782720096096,2024-12-01
2025,1,1.0625745268607607,2025-01-01
2025,2,1.248454611818535,2025-02-01
2025,3,0.7825211465130357,2025-03-01
2025,4,0.6115399085672087,2025-04-01
2025,5,0.5297349302561415,2025-05-01
2025,6,3.0590473554955606,2025-06-01
2025,7,8.072373486994096,2025-07-01
2025,8,8.594639230795254,2025-08-01
2025,9,4.837847923120896,2025-09-01
2025,10,5.775940950618315,2025-10-01
2025,11,1.7258846317721217,2025-11-01
2025,12,0.9232482490326384,2025-12-01
2026,1,1.3544777748773005,2026-01-01
2026,2,1.0113612966147687,2026-02-01
2026,3,1.0746154577012752,2026-03-01
2026,4,0.4722604279718262,2026-04-01
2026,5,1.0310876750549656,2026-05-01
2026,6,2.8625609725600936,2026-06-01
2026,7,10.777044655145191,2026-07-01
2026,8,8.419942255531076,2026-08-01
2026,9,5.06775007323286,2026-09-01
2026,10,2.6274250219435493,2026-10-01
2026,11,1.9264357428326,2026-11-01
2026,12,0.9892189065745356,2026-12-01
2027,1,1.2716626628025798,2027-01-01
2027,2,0.9653017853717106,2027-02-01
2027,3,0.9426963334726842,2027-03-01
2027,4,0.5326786233869462,2027-04-01
2027,5,0.670951992328855,2027-05-01
2027,6,2.4381047464387016,2027-06-01
2027,7,8.159668350221432,2027-07-01
2027,8,8.413994435418008,2027-08-01
2027,9,5.459531204975655,2027-09-01
2027,10,4.316066239552292,2027-10-01
2027,11,2.2774010048640903,2027-11-01
2027,12,1.1539189745633749,2027-12-01
2028,1,0.9975819913903128,2028-01-01
2028,2,0.7789151720810953,2028-02-01
2028,3,1.098713172276213,2028-03-01
2028,4,0.8981977102169398,2028-04-01
2028,5,0.9302531624944438,2028-05-01
2028,6,3.573575604717836,2028-06-01
2028,7,8.219343724915042,2028-07-01
2028,8,7.406423461266856,2028-08-01
2028,9,6.477555976162654,2028-09-01
2028,10,3.7812561860533775,2028-10-01
2028,11,2.216019018410776,2028-11-01
2028,12,1.549280591882634,2028-12-01
2029,1,1.499829497100365,2029-01-01
2029,2,1.1059182946179045,2029-02-01
2029,3,0.7258907407437442,2029-03-01
2029,4,0.8119871859531798,2029-04-01
2029,5,1.0769875549041077,2029-05-01
2029,6,2.7279973777113797,2029-06-01
2029,7,8.86122873287239,2029-07-01
2029,8,7.266585293531033,2029-08-01
2029,9,5.53741035755718,2029-09-01
2029,10,6.458509649903821,2029-10-01
2029,11,1.905314997370926,2029-11-01
2029,12,1.2377256355595998,2029-12-01
2030,1,0.8228845979249725,2030-01-01
2030,2,0.9158215323231812,2030-02-01
2030,3,0.608737598038848,2030-03-01
2030,4,0.756606607916884,2030-04-01
2030,5,0.7752269422083498,2030-05-01
2030,6,2.770001412705142,2030-06-01
2030,7,8.080140878073403,2030-07-01
2030,8,7.843807987289118,2030-08-01
2030,9,5.316446988245657,2030-09-01
2030,10,3.253657186992175,2030-10-01
2030,11,2.17369157822967,2030-11-01
2030,12,1.4999627724233424,2030-12-01
2031,1,1.1532083370363446,2031-01-01
2031,2,1.0034348888528897,2031-02-01
2031,3,0.746929043563581,2031-03-01
2031,4,0.4720621476048194,2031-04-01
2031,5,0.9302311256038268,2031-05-01
2031,6,3.2447404655048206,2031-06-01
2031,7,9.697073787680184,2031-07-01
2031,8,7.144750805488713,2031-08-01
2031,9,4.878182857964062,2031-09-01
2031,10,2.6129952363141307,2031-10-01
2031,11,1.708735463902728,2031-11-01
2031,12,1.1851092666428975,2031-12-01
2032,1,0.8911139197834902,2032-01-01
2032,2,0.8520782300276678,2032-02-01
2032,3,0.9054523998052058,2032-03-01
2032,4,0.6774177785533634,2032-04-01
2032,5,0.6320375652250917,2032-05-01
2032,6,2.0411141706128832,2032-06-01
2032,7,8.399580947463155,2032-07-01
2032,8,7.222318777126252,2032-08-01
2032,9,4.47409319650755,2032-09-01
2032,10,3.141596529936678,2032-10-01
2032,11,1.5616963748046595,2032-11-01
2032,12,1.2141830067434265,2032-12-01
2033,1,0.9199254613934964,2033-01-01
2033,2,0.987473193073648,2033-02-01
2033,3,0.6852476739949881,2033-03-01
2033,4,0.5740186490243727,2033-04-01
2033,5,0.9367913698620636,2033-05-01
2033,6,2.962579293096886,2033-06-01
2033,7,7.80488329293595,2033-07-01
2033,8,7.466353221548117,2033-08-01
2033,9,3.950388819882898,2033-09-01
2033,10,3.650434150753016,2033-10-01
2033,11,2.5615550357396413,2033-11-01
2033,12,3.2597850864636286,2033-12-01
2034,1,1.6715349091407103,2034-01-01
2034,2,1.525186725685431,2034-02-01
2034,3,0.9079125963695982,2034-03-01
2034,4,0.7208072689786499,2034-04-01
2034,5,1.0268144331235871,2034-05-01
2034,6,3.0648221012793853,2034-06-01
2034,7,8.741530003578742,2034-07-01
2034,8,8.673655817839578,2034-08-01
2034,9,4.5514373540976925,2034-09-01
2034,10,2.6659052574149675,2034-10-01
2034,11,1.475052288971989,2034-11-01
2034,12,1.204625384974532,2034-12-01
2035,1,1.1214459340308482,2035-01-01
2035,2,0.908061736554834,2035-02-01
2035,3,0.6621115065947313,2035-03-01
2035,4,1.0667492211511382,2035-04-01
2035,5,0.6462647029568096,2035-05-01
2035,6,4.210218850292864,2035-06-01
2035,7,8.226414001478625,2035-07-01
2035,8,5.606301645271987,2035-08-01
2035,9,3.928801886391277,2035-09-01
2035,10,2.548768727170377,2035-10-01
2035,11,1.6758048975278588,2035-11-01
2035,12,1.2079415052070357,2035-12-01
2036,1,1.1760146152271194,2036-01-01
2036,2,0.97656411601036,2036-02-01
2036,3,0.7782319279374201,2036-03-01
2036,4,0.7977656793561169,2036-04-01
2036,5,0.909570976189589,2036-05-01
2036,6,3.4289003417921284,2036-06-01
2036,7,8.633345380332074,2036-07-01
2036,8,7.976886078312171,2036-08-01
2036,9,5.427687123902457,2036-09-01
2036,10,5.170557940798762,2036-10-01
2036,11,1.3320715645212506,2036-11-01
2036,12,0.9891642967904802,2036-12-01
2037,1,1.2563095392738386,2037-01-01
2037,2,0.745934851118727,2037-02-01
2037,3,0.6528821336782842,2037-03-01
2037,4,0.4937601051370713,2037-04-01
2037,5,0.6442032971900747,2037-05-01
2037,6,4.302933647175275,2037-06-01
2037,7,10.909074830279208,2037-07-01
2037,8,7.33447690922992,2037-08-01
2037,9,3.9935315491619785,2037-09-01
2037,10,3.602961691147082,2037-10-01
2037,11,2.1262266790641378,2037-11-01
2037,12,1.8917205659312049,2037-12-01
2038,1,1.1815772359088053,2038-01-01
2038,2,0.9397015289069628,2038-02-01
2038,3,0.6105096200886038,2038-03-01
2038,4,0.911942096377602,2038-04-01
2038,5,0.9107406203246748,2038-05-01
2038,6,2.645190551009781,2038-06-01
2038,7,5.929103950779944,2038-07-01
2038,8,8.176745804789768,2038-08-01
2038,9,4.213433685342607,2038-09-01
2038,10,2.930178303108043,2038-10-01
2038,11,2.277155154355342,2038-11-01
2038,12,1.370321230312402,2038-12-01
2039,1,1.3435367734722734,2039-01-01
2039,2,0.9177604656278726,2039-02-01
2039,3,0.8239670928718158,2039-03-01
2039,4,0.3743996348030633,2039-04-01
2039,5,0.7694068678177594,2039-05-01
2039,6,3.919248206878184,2039-06-01
2039,7,7.366045972314925,2039-07-01
2039,8,7.476187197643153,2039-08-01
2039,9,3.8754439499026136,2039-09-01
2039,10,3.274460492656765,2039-10-01
2039,11,3.21820979440762,2039-11-01
2039,12,1.8591018847254812,2039-12-01
2040,1,2.461898716022427,2040-01-01
2040,2,0.9406234364431176,2040-02-01
2040,3,0.6913197469171115,2040-03-01
2040,4,0.797784634900507,2040-04-01
2040,5,0.834560753507818,2040-05-01
2040,6,3.828694067443621,2040-06-01
2040,7,9.824751858288687,2040-07-01
2040,8,7.956849628394811,2040-08-01
2040,9,3.837633617840015,2040-09-01
2040,10,4.79404130831353,2040-10-01
2040,11,1.7497211296496469,2040-11-01
2040,12,1.0863261869863152,2040-12-01
2041,1,1.0966840367832955,2041-01-01
2041,2,1.0466861316656246,2041-02-01
2041,3,0.7595452730900327,2041-03-01
2041,4,0.7781348335163032,2041-04-01
2041,5,0.5384002530999977,2041-05-01
2041,6,4.0764032865183895,2041-06-01
2041,7,6.509241832058917,2041-07-01
2041,8,9.36561141991132,2041-08-01
2041,9,4.820596967078714,2041-09-01
2041,10,2.435068954887728,2041-10-01
2041,11,1.4039265464526487,2041-11-01
2041,12,1.0913063438064126,2041-12-01
2042,1,1.187776617344501,2042-01-01
2042,2,1.0430721969887515,2042-02-01
2042,3,0.687199236176841,2042-03-01
2042,4,0.6546648548538411,2042-04-01
2042,5,0.8510079174188604,2042-05-01
2042,6,2.2153694080343507,2042-06-01
2042,7,7.674660283130339,2042-07-01
2042,8,8.163699689999723,2042-08-01
2042,9,4.674652322629921,2042-09-01
2042,10,3.119671747625335,2042-10-01
2042,11,1.5672521587822033,2042-11-01
2042,12,1.133075078348866,2042-12-01
2043,1,1.3204897941242766,2043-01-01
2043,2,0.7311258854504397,2043-02-01
2043,3,1.03094346546712,2043-03-01
2043,4,0.4431843858375115,2043-04-01
2043,5,0.8964715098598518,2043-05-01
2043,6,3.3445069956907663,2043-06-01
2043,7,8.994604648105133,2043-07-01
2043,8,6.313305630677221,2043-08-01
2043,9,3.743894378879364,2043-09-01
2043,10,4.656060930354168,2043-10-01
2043,11,2.6602103632897407,2043-11-01
2043,12,2.06721198274268,2043-12-01
2044,1,0.9934396548750012,2044-01-01
2044,2,0.8252482796348081,2044-02-01
2044,3,0.8745928911315153,2044-03-01
2044,4,1.1621316518441591,2044-04-01
2044,5,1.122360517865831,2044-05-01
2044,6,2.4975287341462877,2044-06-01
2044,7,7.988176672696762,2044-07-01
2044,8,7.100388085899537,2044-08-01
2044,9,4.188933539670104,2044-09-01
2044,10,2.782476869419974,2044-10-01
2044,11,1.386528654246494,2044-11-01
2044,12,1.168961182575631,2044-12-01
2045,1,0.9239324851600982,2045-01-01
2045,2,1.0179952606866427,2045-02-01
2045,3,0.958276297173558,2045-03-01
2045,4,0.8697260159941821,2045-04-01
2045,5,0.821679239225215,2045-05-01
2045,6,3.155097949715263,2045-06-01
2045,7,8.867865152857906,2045-07-01
2045,8,6.397325158334072,2045-08-01
2045,9,5.021745706252427,2045-09-01
2045,10,2.209042097600206,2045-10-01
2045,11,1.5115241721855013,2045-11-01
2045,12,1.3118472088063389,2045-12-01
2046,1,0.9395944550749028,2046-01-01
2046,2,1.0385926319750454,2046-02-01
2046,3,0.839224666978859,2046-03-01
2046,4,0.5846207749032248,2046-04-01
2046,5,0.8495897387226923,2046-05-01
2046,6,4.192572066382072,2046-06-01
2046,7,7.557951257662769,2046-07-01
2046,8,7.152986122752347,2046-08-01
2046,9,6.490594900116938,2046-09-01
2046,10,3.842900022882468,2046-10-01
2046,11,1.6662458279484818,2046-11-01
2046,12,1.1416337506110636,2046-12-01
2047,1,0.971543671453736,2047-01-01
2047,2,0.730946751481594,2047-02-01
2047,3,0.7875951938117032,2047-03-01
2047,4,0.8333469805066245,2047-04-01
2047,5,0.8033926416590685,2047-05-01
2047,6,2.591715467575097,2047-06-01
2047,7,10.238537600332316,2047-07-01
2047,8,9.76634775753921,2047-08-01
2047,9,5.8292751097315865,2047-09-01
2047,10,3.5375122682536677,2047-10-01
2047,11,1.516083511570471,2047-11-01
2047,12,0.9309997727319378,2047-12-01
2048,1,0.7336411628201941,2048-01-01
2048,2,0.7508538376070788,2048-02-01
2048,3,0.7039069549122073,2048-03-01
2048,4,0.7230004896183531,2048-04-01
2048,5,0.7689250886644194,2048-05-01
2048,6,2.458267648099714,2048-06-01
2048,7,7.458195285143574,2048-07-01
2048,8,7.549361302188773,2048-08-01
2048,9,5.990962405951767,2048-09-01
2048,10,4.288487676707507,2048-10-01
2048,11,1.4042335957564192,2048-11-01
2048,12,1.033102741148591,2048-12-01
2049,1,0.9167726456218552,2049-01-01
2049,2,0.9375990214347156,2049-02-01
2049,3,0.540443525235819,2049-03-01
2049,4,0.8984710515138162,2049-04-01
2049,5,0.957686407606964,2049-05-01
2049,6,3.2402603399776595,2049-06-01
2049,7,8.25608223900605,2049-07-01
2049,8,8.571941761558977,2049-08-01
2049,9,3.6838352424458014,2049-09-01
2049,10,3.34339070148437,2049-10-01
2049,11,2.3801701740798062,2049-11-01
2049,12,1.2589775038687556,2049-12-01
2050,1,1.102709322054925,2050-01-01
2050,2,1.0180633962818988,2050-02-01
2050,3,0.9157492125493616,2050-03-01
2050,4,1.0345806045446295,2050-04-01
2050,5,1.1761078360708126,2050-05-01
2050,6,3.0154420725431947,2050-06-01
2050,7,8.775684349486147,2050-07-01
2050,8,7.104261687846784,2050-08-01
2050,9,3.820150632519666,2050-09-01
2050,10,2.334111102947259,2050-10-01
2050,11,1.394147512994878,2050-11-01
2050,12,0.9517309387889844,2050-12-01
2051,1,1.1960952501804116,2051-01-01
2051,2,1.27163469060165,2051-02-01
2051,3,0.7387278087671466,2051-03-01
2051,4,0.9270296753358918,2051-04-01
2051,5,1.5451125951527944,2051-05-01
2051,6,4.886100922602604,2051-06-01
2051,7,9.988429218974398,2051-07-01
2051,8,5.968340080602373,2051-08-01
2051,9,5.201806492533403,2051-09-01
2051,10,3.081520035483396,2051-10-01
2051,11,1.2852382746918685,2051-11-01
2051,12,1.4991321760261078,2051-12-01
2052,1,0.8068023682215516,2052-01-01
2052,2,1.1593827933096672,2052-02-01
2052,3,1.1356361510197648,2052-03-01
2052,4,1.5182506454605662,2052-04-01
2052,5,1.0199766706424649,2052-05-01
2052,6,2.917503335577268,2052-06-01
2052,7,9.22409154697988,2052-07-01
2052,8,7.031298349623218,2052-08-01
2052,9,4.710953315719124,2052-09-01
2052,10,3.235178797558678,2052-10-01
2052,11,1.7612227194408818,2052-11-01
2052,12,1.0791067672460328,2052-12-01
2053,1,0.9559796522889245,2053-01-01
2053,2,1.4239929714009472,2053-02-01
2053,3,0.898308490427365,2053-03-01
2053,4,0.7918164309036813,2053-04-01
2053,5,1.3955721099060672,2053-05-01
2053,6,3.9329829092796897,2053-06-01
2053,7,9.541833834808356,2053-07-01
2053,8,6.430586869591739,2053-08-01
2053,9,3.7859569636619055,2053-09-01
2053,10,2.502691633822626,2053-10-01
2053,11,2.1151562828566024,2053-11-01
2053,12,1.6582552276385538,2053-12-01
2054,1,1.4250724737816012,2054-01-01
2054,2,0.9811408775775624,2054-02-01
2054,3,1.0753238449442195,2054-03-01
2054,4,1.217444278793129,2054-04-01
2054,5,1.568871228506017,2054-05-01
2054,6,3.598047087066348,2054-06-01
2054,7,9.340247784167236,2054-07-01
2054,8,7.088438405270625,2054-08-01
2054,9,4.174567732429481,2054-09-01
2054,10,3.1961919781494,2054-10-01
2054,11,1.0322031190402925,2054-11-01
2054,12,0.8989849850121874,2054-12-01
2055,1,0.9540326826970444,2055-01-01
2055,2,0.7514657296284203,2055-02-01
2055,3,0.846435641074098,2055-03-01
2055,4,0.6216468087708097,2055-04-01
2055,5,0.4761901516667446,2055-05-01
2055,6,2.3881469661274304,2055-06-01
2055,7,8.7177651149425,2055-07-01
2055,8,10.408083667704696,2055-08-01
2055,9,4.259588888422464,2055-09-01
2055,10,3.6928033737030654,2055-10-01
2055,11,1.5716828567660668,2055-11-01
2055,12,0.940429566847134,2055-12-01
2056,1,1.0198711426689744,2056-01-01
2056,2,0.879242643490735,2056-02-01
2056,3,1.283810939018463,2056-03-01
2056,4,0.846007402616232,2056-04-01
2056,5,1.335555748936705,2056-05-01
2056,6,3.182381255385642,2056-06-01
2056,7,9.237072758926612,2056-07-01
2056,8,7.295458187095083,2056-08-01
2056,9,4.428262835269796,2056-09-01
2056,10,3.3023492296717083,2056-10-01
2056,11,1.5824072026495068,2056-11-01
2056,12,1.0651359308389663,2056-12-01
2057,1,1.2105939955712968,2057-01-01
2057,2,0.9559404755097182,2057-02-01
2057,3,0.991012536716118,2057-03-01
2057,4,1.1045584482828688,2057-04-01
2057,5,1.4665291701722438,2057-05-01
2057,6,4.39915230326646,2057-06-01
2057,7,9.453116262231324,2057-07-01
2057,8,9.306440827618818,2057-08-01
2057,9,3.661954786584024,2057-09-01
2057,10,1.2368157110650655,2057-10-01
2057,11,1.1249216441952323,2057-11-01
2057,12,1.0190841504139765,2057-12-01
2058,1,0.8318154232425082,2058-01-01
2058,2,0.7789242602697531,2058-02-01
2058,3,0.6687437052967647,2058-03-01
2058,4,0.7069866978198756,2058-04-01
2058,5,0.5715789761507692,2058-05-01
2058,6,3.574820560215472,2058-06-01
2058,7,8.650778738483265,2058-07-01
2058,8,7.50699419242206,2058-08-01
2058,9,4.148055986454739,2058-09-01
2058,10,3.416309994988291,2058-10-01
2058,11,1.463573268551139,2058-11-01
2058,12,0.902304688258334,2058-12-01
2059,1,1.2553078852045,2059-01-01
2059,2,0.7526107879595031,2059-02-01
2059,3,0.7456679390414807,2059-03-01
2059,4,1.276195155893471,2059-04-01
2059,5,1.1993730728692518,2059-05-01
2059,6,3.700299022431364,2059-06-01
2059,7,6.323307074552417,2059-07-01
2059,8,7.608894105683736,2059-08-01
2059,9,3.506689159960493,2059-09-01
2059,10,2.008351128429261,2059-10-01
2059,11,1.3986244573268023,2059-11-01
2059,12,0.9687195332943644,2059-12-01
2060,1,0.9623697561455896,2060-01-01
2060,2,0.953333478387668,2060-02-01
2060,3,0.7083290532560795,2060-03-01
2060,4,0.8663307767506293,2060-04-01
2060,5,1.586473161398226,2060-05-01
2060,6,3.096979879265617,2060-06-01
2060,7,7.411717824383535,2060-07-01
2060,8,5.960774017577566,2060-08-01
2060,9,4.662897852957872,2060-09-01
2060,10,3.102841766038315,2060-10-01
2060,11,1.1641220181086391,2060-11-01
2060,12,1.1135449564090525,2060-12-01
2061,1,1.013771064224942,2061-01-01
2061,2,0.659512528186084,2061-02-01
2061,3,0.857228554811209,2061-03-01
2061,4,0.728262947307138,2061-04-01
2061,5,0.9315268203547572,2061-05-01
2061,6,2.8248401165175503,2061-06-01
2061,7,7.557860853209606,2061-07-01
2061,8,7.898277626067959,2061-08-01
2061,9,4.11858935775112,2061-09-01
2061,10,1.994167167882966,2061-10-01
2061,11,1.2403203478223044,2061-11-01
2061,12,0.7896709421515279,2061-12-01
2062,1,0.9821404678837076,2062-01-01
2062,2,0.8546276096161873,2062-02-01
2062,3,1.1128746683704671,2062-03-01
2062,4,1.0885169475273468,2062-04-01
2062,5,1.1919239239778954,2062-05-01
2062,6,4.113266178537972,2062-06-01
2062,7,10.02480531596502,2062-07-01
2062,8,6.856031087621981,2062-08-01
2062,9,4.227649728815075,2062-09-01
2062,10,2.3245979884588497,2062-10-01
2062,11,1.2786752738737648,2062-11-01
2062,12,0.9798390655307124,2062-12-01
2063,1,0.8774421499182626,2063-01-01
2063,2,0.7331646780007575,2063-02-01
2063,3,0.9952413215270868,2063-03-01
2063,4,0.674807090102637,2063-04-01
2063,5,0.7095650591779392,2063-05-01
2063,6,3.1128264408866837,2063-06-01
2063,7,8.701222384391768,2063-07-01
2063,8,10.0646009461416,2063-08-01
2063,9,4.454297559014628,2063-09-01
2063,10,3.615758341416164,2063-10-01
2063,11,1.051878901026702,2063-11-01
2063,12,1.1277275034101777,2063-12-01
2064,1,0.8193703278238434,2064-01-01
2064,2,0.802121111619644,2064-02-01
2064,3,0.8129940188309601,2064-03-01
2064,4,0.9064861268839954,2064-04-01
2064,5,0.9881246914586106,2064-05-01
2064,6,4.000949935947015,2064-06-01
2064,7,8.28040146836211,2064-07-01
2064,8,7.790489128956044,2064-08-01
2064,9,3.983019692710565,2064-09-01
2064,10,4.817790893709485,2064-10-01
2064,11,2.075775738012422,2064-11-01
2064,12,1.3714427681847932,2064-12-01
2065,1,0.8589675461896239,2065-01-01
2065,2,1.1149733959915993,2065-02-01
2065,3,1.344013626662157,2065-03-01
2065,4,1.1950976211881732,2065-04-01
2065,5,1.4109030887619067,2065-05-01
2065,6,4.428823082116109,2065-06-01
2065,7,8.576813669079923,2065-07-01
2065,8,7.6614922653625745,2065-08-01
2065,9,5.594816262296535,2065-09-01
2065,10,1.941249458582947,2065-10-01
2065,11,1.4315209531074202,2065-11-01
2065,12,1.4310919023861015,2065-12-01
2066,1,1.0141071963677952,2066-01-01
2066,2,1.2614477886022182,2066-02-01
2066,3,0.7514167425724123,2066-03-01
2066,4,1.1766207970693612,2066-04-01
2066,5,0.96640919686563,2066-05-01
2066,6,3.460526667632746,2066-06-01
2066,7,7.502559094200925,2066-07-01
2066,8,6.919385617493268,2066-08-01
2066,9,2.8340173850054016,2066-09-01
2066,10,2.789315489620334,2066-10-01
2066,11,1.88675108204949,2066-11-01
2066,12,0.8313770014718339,2066-12-01
2067,1,1.2576125574270418,2067-01-01
2067,2,0.8971442954979446,2067-02-01
2067,3,0.8004619615460198,2067-03-01
2067,4,0.8370275851889718,2067-04-01
2067,5,0.8556777331291809,2067-05-01
2067,6,2.6772079620704887,2067-06-01
2067,7,6.158011835180028,2067-07-01
2067,8,9.881775923450116,2067-08-01
2067,9,4.372637430480787,2067-09-01
2067,10,1.8247007531409267,2067-10-01
2067,11,1.0183005242539065,2067-11-01
2067,12,0.7677814300382605,2067-12-01
2068,1,0.77932112646965,2068-01-01
2068,2,0.8929520466344169,2068-02-01
2068,3,0.5037254945359865,2068-03-01
2068,4,0.5981130407073093,2068-04-01
2068,5,0.9338850245722716,2068-05-01
2068,6,2.9688869523029497,2068-06-01
2068,7,10.116399164833116,2068-07-01
2068,8,7.186727359283156,2068-08-01
2068,9,3.760375209760604,2068-09-01
2068,10,2.069895395676921,2068-10-01
2068,11,1.391974469122376,2068-11-01
2068,12,1.076103273558845,2068-12-01
2069,1,0.7920386196087968,2069-01-01
2069,2,0.7927154475502671,2069-02-01
2069,3,0.8394620075569689,2069-03-01
2069,4,0.7506224706885575,2069-04-01
2069,5,1.007829452370818,2069-05-01
2069,6,4.330834175058735,2069-06-01
2069,7,9.484998666163468,2069-07-01
2069,8,7.079774216329468,2069-08-01
2069,9,3.979837718892564,2069-09-01
2069,10,3.66240183209524,2069-10-01
2069,11,1.4528827345678208,2069-11-01
2069,12,1.944603662386634,2069-12-01
2070,1,1.261403306120965,2070-01-01
2070,2,1.097053006464362,2070-02-01
2070,3,1.059102089343268,2070-03-01
2070,4,1.4974637487198037,2070-04-01
2070,5,0.9507595527515836,2070-05-01
2070,6,2.874319300350988,2070-06-01
2070,7,8.916909643085868,2070-07-01
2070,8,6.830419790195923,2070-08-01
2070,9,3.759728654833261,2070-09-01
2070,10,3.625934849846248,2070-10-01
2070,11,1.546310081310237,2070-11-01
2070,12,0.98442900514314,2070-12-01
2071,1,0.7969270883598378,2071-01-01
2071,2,0.6554453607263813,2071-02-01
2071,3,1.3969528165118743,2071-03-01
2071,4,0.552414272532039,2071-04-01
2071,5,0.5897513380401148,2071-05-01
2071,6,2.8008944054260545,2071-06-01
2071,7,8.048081807311455,2071-07-01
2071,8,8.012894012059514,2071-08-01
2071,9,5.308059428784875,2071-09-01
2071,10,1.6002419075722611,2071-10-01
2071,11,1.165389902291088,2071-11-01
2071,12,0.8311328390122404,2071-12-01
2072,1,0.8318935932981207,2072-01-01
2072,2,0.7264982171098708,2072-02-01
2072,3,0.7984198584212969,2072-03-01
2072,4,0.6349738774017724,2072-04-01
2072,5,0.5138526265557162,2072-05-01
2072,6,2.6193168143987093,2072-06-01
2072,7,9.549854588134275,2072-07-01
2072,8,8.157839549817883,2072-08-01
2072,9,3.959113883930067,2072-09-01
2072,10,2.719391438718736,2072-10-01
2072,11,1.0938463995201828,2072-11-01
2072,12,0.9621745058384498,2072-12-01
2073,1,0.7569276580431028,2073-01-01
2073,2,0.8079714469589253,2073-02-01
2073,3,1.3969122319753973,2073-03-01
2073,4,1.4271660246506228,2073-04-01
2073,5,1.5810221742375112,2073-05-01
2073,6,2.8519459417531148,2073-06-01
2073,7,7.385380388621453,2073-07-01
2073,8,6.062042955175355,2073-08-01
2073,9,4.016665359325561,2073-09-01
2073,10,2.629707677341884,2073-10-01
2073,11,1.2469650506023442,2073-11-01
2073,12,1.8547337440490208,2073-12-01
2074,1,0.9692870607388244,2074-01-01
2074,2,0.9218836508161516,2074-02-01
2074,3,1.4170901157495697,2074-03-01
2074,4,1.1626035690722607,2074-04-01
2074,5,1.3299296021089366,2074-05-01
2074,6,3.45799796832721,2074-06-01
2074,7,7.673631535351338,2074-07-01
2074,8,7.214442307851954,2074-08-01
2074,9,4.354313040150342,2074-09-01
2074,10,2.5156678141004725,2074-10-01
2074,11,1.1694734058813412,2074-11-01
2074,12,0.8311161650955734,2074-12-01
2075,1,1.7628010624958883,2075-01-01
2075,2,0.7437597911153075,2075-02-01
2075,3,0.8173099045414729,2075-03-01
2075,4,0.7379063349766316,2075-04-01
2075,5,0.8174233573148881,2075-05-01
2075,6,2.6161554879491957,2075-06-01
2075,7,7.3270571095442625,2075-07-01
2075,8,5.595275166762257,2075-08-01
2075,9,4.788924221976004,2075-09-01
2075,10,1.986284296755108,2075-10-01
2075,11,1.11092587878634,2075-11-01
2075,12,1.0650782583014546,2075-12-01
2076,1,1.2607890769956869,2076-01-01
2076,2,1.0291155248764934,2076-02-01
2076,3,1.554968619295237,2076-03-01
2076,4,1.384060265492476,2076-04-01
2076,5,1.0318222684580836,2076-05-01
2076,6,3.792363044721828,2076-06-01
2076,7,9.459791632628272,2076-07-01
2076,8,8.1068464573906,2076-08-01
2076,9,3.039692074680933,2076-09-01
2076,10,1.8757747891994148,2076-10-01
2076,11,1.4123786589154563,2076-11-01
2076,12,1.553301978346177,2076-12-01
2077,1,1.0973370990701818,2077-01-01
2077,2,0.7349189372782902,2077-02-01
2077,3,1.3939631192571889,2077-03-01
2077,4,1.9499241621485215,2077-04-01
2077,5,1.1808211493756204,2077-05-01
2077,6,3.451957715347689,2077-06-01
2077,7,7.777184625810291,2077-07-01
2077,8,7.636429855594833,2077-08-01
2077,9,3.321038640299591,2077-09-01
2077,10,3.07270966112507,2077-10-01
2077,11,1.5640114837855406,2077-11-01
2077,12,1.3484844583904094,2077-12-01
2078,1,2.0478364552251764,2078-01-01
2078,2,0.7967673199627417,2078-02-01
2078,3,0.9006127957506125,2078-03-01
2078,4,1.6955731851369864,2078-04-01
2078,5,0.8102242691122159,2078-05-01
2078,6,3.3594633186789955,2078-06-01
2078,7,9.99290721614728,2078-07-01
2078,8,7.71530027507429,2078-08-01
2078,9,4.721597839710765,2078-09-01
2078,10,1.3452526051798213,2078-10-01
2078,11,1.9639441597678204,2078-11-01
2078,12,0.8078182456905793,2078-12-01
2079,1,0.7584745489192839,2079-01-01
2079,2,1.1863263638198955,2079-02-01
2079,3,1.0623181568763205,2079-03-01
2079,4,0.5975708137772674,2079-04-01
2079,5,0.5604682964354485,2079-05-01
2079,6,3.993265982171344,2079-06-01
2079,7,7.574120206155593,2079-07-01
2079,8,6.992254410504286,2079-08-01
2079,9,4.970262316822559,2079-09-01
